tenant_host,jurisdiction,gov_id,gov_name,gov_type,tier,evidence,new_meeting_body,new_hub_slug,country,state,old_hub_slug,municipal_type_word,state_heading
pub-regionofwaterloo.escribemeetings.com,"Region Of Waterloo, ON",ca:cd:3530,"Waterloo, ON",county,registry,ca_cd.csv Waterloo,,waterloo-on,ca,ON,region-of-waterloo-on,no,Counties & regions
ricecountymn.portal.civicclerk.com,"Rice County, MN",us:county:27131,"Rice County, MN",county,registry,us_counties.csv Rice County,,rice-county-mn,us,MN,rice-county-mn,no,Counties & regions
longmont.primegov.com,"City of Longmont, CO",us:place:0845970,"Longmont, CO",municipality,registry,us_places.csv Longmont city,,longmont-co,us,CO,longmont-co,yes,Cities & towns
malibucity.primegov.com,"City of Malibu, CA",us:place:0645246,"Malibu, CA",municipality,registry,us_places.csv Malibu city,,malibu-ca,us,CA,malibu-ca,yes,Cities & towns
pub-southamptonny.escribemeetings.com,Southampton,us:place:3668462,"Southampton (village), NY",municipality,registry,us_places.csv Southampton village (state from subdomain pub-southamptonny.escribemeetings.com),,southampton-village-ny,us,NY,southampton,no,Cities & towns
pub-stjohns.escribemeetings.com,"City of St. John's, NL",ca:csd:1001519,"St. John's, NL",municipality,registry,ca_csd.csv St. John's,,st-john-s-nl,ca,NL,st-john-s-nl,yes,Cities & towns
carmelin.new.swagit.com,"Carmel, IN",us:place:1810342,"Carmel, IN",municipality,registry,us_places.csv Carmel city,,carmel-in,us,IN,carmel-in,no,Cities & towns
stpetebeachfl.portal.civicclerk.com,"St. Pete Beach, FL",us:place:1262885,"St. Pete Beach, FL",municipality,registry,us_places.csv St. Pete Beach city,,st-pete-beach-fl,us,FL,st-pete-beach-fl,no,Cities & towns
menlofire.primegov.com,"Town of Atherton, CA",rtr:us:ca:menlo-park-fire-protection-district,"Menlo Park Fire Protection District, CA",special_district,pinned,tenant_overrides.csv menlofire.primegov.com source=architecture_doc_1_3,,menlo-park-fire-protection-district-ca,us,CA,town-of-atherton-ca,yes,Agencies & special districts
tavaresfl.portal.civicclerk.com,"Tavares, FL",us:place:1271225,"Tavares, FL",municipality,registry,us_places.csv Tavares city,,tavares-fl,us,FL,tavares-fl,no,Cities & towns
pub-thunderbay.escribemeetings.com,"City of Thunder Bay, ON",ca:csd:3558004,"Thunder Bay, ON",municipality,registry,ca_csd.csv Thunder Bay,,thunder-bay-on,ca,ON,thunder-bay-on,yes,Cities & towns
pub-townshipofbrock.escribemeetings.com,Township Of Brock,ca:csd:3518039,"Brock, ON",municipality,registry,ca_csd.csv Brock (state from tenant_hints.csv pub-townshipofbrock.escribemeetings.com),,brock-on,ca,ON,township-of-brock,yes,Cities & towns
sanmateocounty.granicus.com,"County of San Mateo, CA",us:county:06081,"San Mateo County, CA",county,registry,us_counties.csv San Mateo County,,san-mateo-county-ca,us,CA,county-of-san-mateo-ca,no,Counties & regions
nampa.primegov.com,City of Nampa,,City of Nampa,municipality,unresolved,no state for 'City of Nampa',,city-of-nampa,us,,nampa,yes,Cities & towns
pub-orlando.escribemeetings.com,"City of Orlando, FL",us:place:1253000,"Orlando, FL",municipality,registry,us_places.csv Orlando city,,orlando-fl,us,FL,orlando-fl,yes,Cities & towns
highlandparkil.portal.civicclerk.com,"Highland Park, IL",us:place:1734722,"Highland Park, IL",municipality,registry,us_places.csv Highland Park city,,highland-park-il,us,IL,highland-park-il,no,Cities & towns
forestgroveor.portal.civicclerk.com,"Forest Grove, OR",us:place:4126200,"Forest Grove, OR",municipality,registry,us_places.csv Forest Grove city,,forest-grove-or,us,OR,forest-grove-or,no,Cities & towns
pub-brockton.escribemeetings.com,Brockton,us:place:2509000,"Brockton, MA",municipality,registry,us_places.csv Brockton city (state from tenant_hints.csv pub-brockton.escribemeetings.com),,brockton-ma,us,MA,brockton,no,Cities & towns
pub-chatham-kent.escribemeetings.com,"Chatham-Kent, ON",ca:csd:3536020,"Chatham-Kent, ON",municipality,registry,ca_csd.csv Chatham-Kent,,chatham-kent-on,ca,ON,chatham-kent-on,no,Cities & towns
pub-chulavista.escribemeetings.com,"City of Chula Vista, CA",us:place:0613392,"Chula Vista, CA",municipality,registry,us_places.csv Chula Vista city,,chula-vista-ca,us,CA,chula-vista-ca,yes,Cities & towns
uatccta.primegov.com,"City of San Pablo, CA",us:place:0668294,"San Pablo, CA",municipality,registry,us_places.csv San Pablo city,,san-pablo-ca,us,CA,san-pablo-ca,yes,Cities & towns
juneauak.portal.civicclerk.com,"Juneau, WI",us:place:5538675,"Juneau, WI",municipality,registry,us_places.csv Juneau city,,juneau-wi,us,WI,juneau-wi,no,Cities & towns
pub-elliotlake.escribemeetings.com,"City of Elliot Lake, ON",ca:csd:3557041,"Elliot Lake, ON",municipality,registry,ca_csd.csv Elliot Lake,,elliot-lake-on,ca,ON,elliot-lake-on,yes,Cities & towns
satellitebeach.granicus.com,"Satellite Beach, FL",us:place:1264400,"Satellite Beach, FL",municipality,registry,us_places.csv Satellite Beach city,,satellite-beach-fl,us,FL,satellite-beach-fl,no,Cities & towns
reno.primegov.com,"City of Reno, NV",us:place:3260600,"Reno, NV",municipality,registry,us_places.csv Reno city,,reno-nv,us,NV,reno-nv,yes,Cities & towns
pub-haltonhills.escribemeetings.com,"Town of Halton Hills, ON",ca:csd:3524015,"Halton Hills, ON",municipality,registry,ca_csd.csv Halton Hills,,halton-hills-on,ca,ON,town-of-halton-hills-on,yes,Cities & towns
sanmateo.primegov.com,"City of San Mateo, CA",us:place:0668252,"San Mateo, CA",municipality,registry,us_places.csv San Mateo city,,san-mateo-ca,us,CA,san-mateo-ca,yes,Cities & towns
citrusclerk.portal.civicclerk.com,"Citrus County, FL",us:county:12017,"Citrus County, FL",county,registry,us_counties.csv Citrus County,,citrus-county-fl,us,FL,citrus-county-fl,no,Counties & regions
pub-morrobay.escribemeetings.com,"City of Morro Bay, CA",us:place:0649362,"Morro Bay, CA",municipality,registry,us_places.csv Morro Bay city,,morro-bay-ca,us,CA,morro-bay-ca,yes,Cities & towns
santaclaracounty.primegov.com,"County of Santa Clara, CA",us:county:06085,"Santa Clara County, CA",county,registry,us_counties.csv Santa Clara County,,santa-clara-county-ca,us,CA,county-of-santa-clara-ca,no,Counties & regions
sauk.granicus.com,"Sauk County, WI",us:county:55111,"Sauk County, WI",county,registry,us_counties.csv Sauk County,,sauk-county-wi,us,WI,sauk-county-wi,no,Counties & regions
sealbeach.primegov.com,"City of Seal Beach, CA",us:place:0670686,"Seal Beach, CA",municipality,registry,us_places.csv Seal Beach city,,seal-beach-ca,us,CA,seal-beach-ca,yes,Cities & towns
napa.granicus.com,"County of Napa, CA",us:county:06055,"Napa County, CA",county,registry,us_counties.csv Napa County,,napa-county-ca,us,CA,county-of-napa-ca,no,Counties & regions
duarteca.portal.civicclerk.com,"Duarte, CA",us:place:0619990,"Duarte, CA",municipality,registry,us_places.csv Duarte city,,duarte-ca,us,CA,duarte-ca,no,Cities & towns
firestoneco.portal.civicclerk.com,"Firestone, CO",us:place:0826600,"Firestone, CO",municipality,registry,us_places.csv Firestone town,,firestone-co,us,CO,firestone-co,no,Cities & towns
smyrnaga.primegov.com,"City of Smyrna, GA",us:place:1371492,"Smyrna, GA",municipality,registry,us_places.csv Smyrna city,,smyrna-ga,us,GA,smyrna-ga,yes,Cities & towns
southbendin.primegov.com,"City of South Bend, IN",us:place:1871000,"South Bend, IN",municipality,registry,us_places.csv South Bend city,,south-bend-in,us,IN,south-bend-in,yes,Cities & towns
herndonva.portal.civicclerk.com,Herndon,us:place:5136648,"Herndon, VA",municipality,registry,us_places.csv Herndon town (state from subdomain herndonva.portal.civicclerk.com),,herndon-va,us,VA,herndon,no,Cities & towns
niagarafalls.civicweb.net,City of Niagara Falls,us:place:3651055,"Niagara Falls, NY",municipality,inferred,tenant niagarafalls.civicweb.net resolves to us:place:3651055 and the names agree ('City of Niagara Falls'),,niagara-falls-ny,us,NY,niagara-falls,yes,Cities & towns
sbcounty.granicus.com,"Santa Barbara County, CA",us:county:06083,"Santa Barbara County, CA",county,registry,us_counties.csv Santa Barbara County,,santa-barbara-county-ca,us,CA,santa-barbara-county-ca,no,Counties & regions
tarrantcounty.primegov.com,"Tarrant County, TX",us:county:48439,"Tarrant County, TX",county,registry,us_counties.csv Tarrant County,,tarrant-county-tx,us,TX,tarrant-county-tx,no,Counties & regions
pub-goderich.escribemeetings.com,"Goderich, ON",ca:csd:3540028,"Goderich, ON",municipality,registry,ca_csd.csv Goderich,,goderich-on,ca,ON,goderich-on,no,Cities & towns
kissimmeefl.portal.civicclerk.com,"Kissimmee, FL",us:place:1236950,"Kissimmee, FL",municipality,registry,us_places.csv Kissimmee city,,kissimmee-fl,us,FL,kissimmee-fl,no,Cities & towns
toaks.primegov.com,"City of Thousand Oaks, CA",us:place:0678582,"Thousand Oaks, CA",municipality,registry,us_places.csv Thousand Oaks city,,thousand-oaks-ca,us,CA,thousand-oaks-ca,yes,Cities & towns
champaign-cablecast.cablecast.tv,"Champaign, IL",us:place:1712385,"Champaign (city), IL",municipality,registry,us_places.csv Champaign city,,champaign-city-il,us,IL,champaign-il,no,Cities & towns
pub-horrycountyschools.escribemeetings.com,"Horry County, SC",us:sd:4502490,"Horry County School District, SC",school_district,pinned,tenant_overrides.csv pub-horrycountyschools.escribemeetings.com source=architecture_doc_1_3,,horry-county-school-district-sc,us,SC,horry-county-sc,no,School districts
townoffrisco.primegov.com,"Town of Frisco, CO",us:place:0828690,"Frisco, CO",municipality,registry,us_places.csv Frisco town,,frisco-co,us,CO,town-of-frisco-co,yes,Cities & towns
redwingmn.portal.civicclerk.com,"Red Wing, MN",us:place:2753620,"Red Wing, MN",municipality,registry,us_places.csv Red Wing city,,red-wing-mn,us,MN,red-wing-mn,no,Cities & towns
fargo.cablecast.tv,Fargo,us:place:3825700,"Fargo, ND",municipality,registry,us_places.csv Fargo city (state from tenant_hints.csv fargo.cablecast.tv),,fargo-nd,us,ND,fargo,no,Cities & towns
tularecounty.primegov.com,"Tulare County, CA",us:county:06107,"Tulare County, CA",county,registry,us_counties.csv Tulare County,,tulare-county-ca,us,CA,tulare-county-ca,no,Counties & regions
wiltonmanorsfl.portal.civicclerk.com,"Wilton Manors, FL",us:place:1278000,"Wilton Manors, FL",municipality,registry,us_places.csv Wilton Manors city,,wilton-manors-fl,us,FL,wilton-manors-fl,no,Cities & towns
artesiaca.cablecast.tv,Artesia,us:place:0602896,"Artesia, CA",municipality,registry,us_places.csv Artesia city (state from subdomain artesiaca.cablecast.tv),,artesia-ca,us,CA,artesia,no,Cities & towns
champaign.cablecast.tv,"Champaign, IL",us:place:1712385,"Champaign (city), IL",municipality,registry,us_places.csv Champaign city,,champaign-city-il,us,IL,champaign-il,no,Cities & towns
victorvilleca.primegov.com,"City of Victorville, CA",us:place:0682590,"Victorville, CA",municipality,registry,us_places.csv Victorville city,,victorville-ca,us,CA,victorville-ca,yes,Cities & towns
scottsdale.granicus.com,"City of Scottsdale, AZ",us:place:0465000,"Scottsdale, AZ",municipality,registry,us_places.csv Scottsdale city,,scottsdale-az,us,AZ,scottsdale-az,yes,Cities & towns
knoxvilletn.primegov.com,"Knoxville, TN",us:place:4740000,"Knoxville, TN",municipality,registry,us_places.csv Knoxville city,,knoxville-tn,us,TN,knoxville-tn,no,Cities & towns
pub-nanaimo.escribemeetings.com,"Nanaimo, BC",ca:csd:5921007,"Nanaimo, BC",municipality,registry,ca_csd.csv Nanaimo,,nanaimo-bc,ca,BC,nanaimo-bc,no,Cities & towns
clay.primegov.com,"Clay County, FL",us:county:12019,"Clay County, FL",county,registry,us_counties.csv Clay County,,clay-county-fl,us,FL,clay-county-fl,no,Counties & regions
pub-palmdesert.escribemeetings.com,"City of Palm Desert, CA",us:place:0655184,"Palm Desert, CA",municipality,registry,us_places.csv Palm Desert city,,palm-desert-ca,us,CA,palm-desert-ca,yes,Cities & towns
pub-pleasanthillca.escribemeetings.com,"City of Pleasant Hill, CA",us:place:0657764,"Pleasant Hill, CA",municipality,registry,us_places.csv Pleasant Hill city,,pleasant-hill-ca,us,CA,pleasant-hill-ca,yes,Cities & towns
sibfl.granicus.com,"City of Sunny Isles Beach, FL",us:place:1269555,"Sunny Isles Beach, FL",municipality,registry,us_places.csv Sunny Isles Beach city,,sunny-isles-beach-fl,us,FL,sunny-isles-beach-fl,yes,Cities & towns
sanantonio.primegov.com,"San Antonio, TX",us:place:4865000,"San Antonio, TX",municipality,registry,us_places.csv San Antonio city,,san-antonio-tx,us,TX,san-antonio-tx,no,Cities & towns
longbeach.granicus.com,"City of Long Beach, CA",us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,yes,Cities & towns
longbeach.primegov.com,"Long Beach, CA",us:place:0643000,"Long Beach, CA",municipality,registry,us_places.csv Long Beach city,,long-beach-ca,us,CA,long-beach-ca,no,Cities & towns
okaloosacountyfl.iqm2.com,"Okaloosa County, FL",us:county:12091,"Okaloosa County, FL",county,registry,us_counties.csv Okaloosa County,,okaloosa-county-fl,us,FL,okaloosa-county-fl,no,Counties & regions
miamifl.granicus.com,"City of Miami, FL",us:place:1245000,"Miami, FL",municipality,registry,us_places.csv Miami city,,miami-fl,us,FL,miami-fl,yes,Cities & towns
pub-saskatoon.escribemeetings.com,"Saskatoon, SK",ca:csd:4711066,"Saskatoon, SK",municipality,registry,ca_csd.csv Saskatoon,,saskatoon-sk,ca,SK,saskatoon-sk,no,Cities & towns
northcastleny.granicus.com,"Town of North Castle, NY",us:cousub:3611951693,"North Castle Town, NY",township,registry,us_cousubs.csv North Castle town,,north-castle-town-ny,us,NY,town-of-north-castle-ny,yes,Cities & towns
skagit.granicus.com,"County of Skagit, WA",us:county:53057,"Skagit County, WA",county,registry,us_counties.csv Skagit County,,skagit-county-wa,us,WA,county-of-skagit-wa,no,Counties & regions
tylertx.primegov.com,"Tyler, TX",us:place:4874144,"Tyler, TX",municipality,registry,us_places.csv Tyler city,,tyler-tx,us,TX,tyler-tx,no,Cities & towns
stpete.granicus.com,City of St. Petersburg,us:place:1263000,"St. Petersburg, FL",municipality,registry,us_places.csv St. Petersburg city (state from tenant_hints.csv stpete.granicus.com),,st-petersburg-fl,us,FL,st-petersburg,yes,Cities & towns
nassaucountyfl.primegov.com,"Nassau County, FL",us:county:12089,"Nassau County, FL",county,registry,us_counties.csv Nassau County,,nassau-county-fl,us,FL,nassau-county-fl,no,Counties & regions
delawarecounty.in.gov,"Delaware County, IN",us:county:18035,"Delaware County, IN",county,registry,us_counties.csv Delaware County,,delaware-county-in,us,IN,delaware-county-in,no,Counties & regions
sunrisefl.granicus.com,"City of Sunrise, FL",us:place:1269700,"Sunrise, FL",municipality,registry,us_places.csv Sunrise city,,sunrise-fl,us,FL,sunrise-fl,yes,Cities & towns
pub-beaumontab.escribemeetings.com,"City of Beaumont, AB",ca:csd:4811013,"Beaumont, AB",municipality,registry,ca_csd.csv Beaumont,,beaumont-ab,ca,AB,beaumont-ab,yes,Cities & towns
coloradosprings.granicus.com,"City of Colorado Springs, CO",us:place:0816000,"Colorado Springs, CO",municipality,registry,us_places.csv Colorado Springs city,,colorado-springs-co,us,CO,colorado-springs-co,yes,Cities & towns
pub-kneehillcounty.escribemeetings.com,Kneehill County,ca:csd:4805041,"Kneehill County, AB",municipality,registry,ca:csd:4805041 Kneehill County matched with spacing ignored,,kneehill-county-ab,ca,AB,kneehill-county,no,Cities & towns
www.cityofmontclair.org,"Montclair, CA",us:place:0648788,"Montclair, CA",municipality,registry,us_places.csv Montclair city,,montclair-ca,us,CA,montclair-ca,no,Cities & towns
pub-marvinnc.escribemeetings.com,Marvin,us:place:3741720,"Marvin, NC",municipality,registry,us_places.csv Marvin village (state from subdomain pub-marvinnc.escribemeetings.com),,marvin-nc,us,NC,marvin,no,Cities & towns
pub-merrickville-wolford.escribemeetings.com,"Merrickville-Wolford, ON",ca:csd:3507052,"Merrickville-Wolford, ON",municipality,registry,ca_csd.csv Merrickville-Wolford,,merrickville-wolford-on,ca,ON,merrickville-wolford-on,no,Cities & towns
elatownship.gov,"Ela Township, IL",us:cousub:1709722853,"Ela Township, IL",township,registry,us_cousubs.csv Ela township,,ela-township-il,us,IL,ela-township-il,no,Cities & towns
pub-pasorobles.escribemeetings.com,"Paso Robles, CA",rtr:us:ca:paso-robles,"Paso Robles, CA",other,unverified,"minted from 'Paso Robles, CA'",,paso-robles-ca,us,CA,paso-robles-ca,no,Other public bodies
burlingtonvt.portal.civicclerk.com,"Burlington, VT",us:place:5010675,"Burlington, VT",municipality,registry,us_places.csv Burlington city,,burlington-vt,us,VT,burlington-vt,no,Cities & towns
pub-salmonarm.escribemeetings.com,"City of Salmon Arm, BC",ca:csd:5939032,"Salmon Arm, BC",municipality,registry,ca_csd.csv Salmon Arm,,salmon-arm-bc,ca,BC,salmon-arm-bc,yes,Cities & towns
coaldale.civicweb.net,Coaldale,,Coaldale,other,unresolved,no state for 'Coaldale',,coaldale,us,,coaldale,no,Other public bodies
pub-saugeenshores.escribemeetings.com,"Town of Saugeen Shores, ON",ca:csd:3541045,"Saugeen Shores, ON",municipality,registry,ca_csd.csv Saugeen Shores,,saugeen-shores-on,ca,ON,town-of-saugeen-shores-on,yes,Cities & towns
buttecoca.portal.civicclerk.com,"Butte County, CA",us:county:06007,"Butte County, CA",county,registry,us_counties.csv Butte County,,butte-county-ca,us,CA,butte-county-ca,no,Counties & regions
pub-shelburne.escribemeetings.com,Town of Shelburne,ca:csd:3522021,"Shelburne, ON",municipality,inferred,tenant pub-shelburne.escribemeetings.com resolves to ca:csd:3522021 and the names agree ('Town of Shelburne'),,shelburne-on,ca,ON,town-of-shelburne,yes,Cities & towns
pub-lincoln.escribemeetings.com,Town of Lincoln,,Town of Lincoln,municipality,unresolved,no state for 'Town of Lincoln',,town-of-lincoln,us,,town-of-lincoln,yes,Cities & towns
www.westhamptonbeach.gov,"Westhampton Beach, NY",us:place:3680181,"Westhampton Beach, NY",municipality,registry,us_places.csv Westhampton Beach village,,westhampton-beach-ny,us,NY,westhampton-beach-ny,no,Cities & towns
pub-trca.escribemeetings.com,City of Markham,rtr:ca:on:toronto-and-region-conservation-authority,"Toronto and Region Conservation Authority, ON",special_district,pinned,tenant_overrides.csv pub-trca.escribemeetings.com source=architecture_doc_1_3,,toronto-and-region-conservation-authority-on,ca,ON,markham,yes,Agencies & special districts
pub-strathcona.escribemeetings.com,Strathcona,us:place:2763130,"Strathcona, MN",municipality,registry,us_places.csv Strathcona city (state from tenant_hints.csv pub-strathcona.escribemeetings.com),,strathcona-mn,us,MN,strathcona,no,Cities & towns
pub-london.escribemeetings.com,City of London,,City of London,municipality,unresolved,no state for 'City of London',,city-of-london,us,,london,yes,Cities & towns
pub-amherstburg.escribemeetings.com,"Town of Amherstburg, ON",ca:csd:3537028,"Amherstburg, ON",municipality,registry,ca_csd.csv Amherstburg,,amherstburg-on,ca,ON,town-of-amherstburg-on,yes,Cities & towns
hanovercova.portal.civicclerk.com,"Hanover County, VA",us:county:51085,"Hanover County, VA",county,registry,us_counties.csv Hanover County,,hanover-county-va,us,VA,hanover-county-va,no,Counties & regions
milwaukee.granicus.com,Milwaukee.,us:place:5553000,"Milwaukee, WI",municipality,registry,us_places.csv Milwaukee city (state from tenant_hints.csv milwaukee.granicus.com),,milwaukee-wi,us,WI,milwaukee,no,Cities & towns
pub-townofgrandvalley.escribemeetings.com,"Town of Grand Valley, ON",ca:csd:3522010,"Grand Valley, ON",municipality,registry,ca_csd.csv Grand Valley,,grand-valley-on,ca,ON,town-of-grand-valley-on,yes,Cities & towns
a2gov.legistar.com,"City of Ann Arbor, MI",us:place:2603000,"Ann Arbor, MI",municipality,registry,us_places.csv Ann Arbor city,,ann-arbor-mi,us,MI,ann-arbor-mi,yes,Cities & towns
pub-townofws.escribemeetings.com,"Town of Whitchurch-Stouffville, ON",ca:csd:3519044,"Whitchurch-Stouffville, ON",municipality,registry,ca_csd.csv Whitchurch-Stouffville,,whitchurch-stouffville-on,ca,ON,town-of-whitchurch-stouffville-on,yes,Cities & towns
pub-westkelowna.escribemeetings.com,"City of West Kelowna, BC",ca:csd:5935029,"West Kelowna, BC",municipality,registry,ca_csd.csv West Kelowna,,west-kelowna-bc,ca,BC,west-kelowna-bc,yes,Cities & towns
pub-mississauga.escribemeetings.com,"Mississauga, ON",ca:csd:3521005,"Mississauga, ON",municipality,registry,ca_csd.csv Mississauga,,mississauga-on,ca,ON,mississauga-on,no,Cities & towns
coe-pub.escribemeetings.com,County of Essex,ca:cd:3537,"Essex, ON",county,registry,ca_cd.csv Essex (state from tenant_hints.csv coe-pub.escribemeetings.com),,essex-on,ca,ON,county-of-essex,no,Counties & regions
pub-cramahe.escribemeetings.com,"Cramahe, ON",ca:csd:3514014,"Cramahe, ON",municipality,registry,ca_csd.csv Cramahe,,cramahe-on,ca,ON,cramahe-on,no,Cities & towns
pub-gloucesterva.escribemeetings.com,"Gloucester, MA",us:place:2526150,"Gloucester, MA",municipality,registry,us_places.csv Gloucester city,,gloucester-ma,us,MA,gloucester-ma,no,Cities & towns
lacounty.granicus.com,"Los Angeles County, CA",us:county:06037,"Los Angeles County, CA",county,registry,us_counties.csv Los Angeles County,,los-angeles-county-ca,us,CA,los-angeles-county-ca,no,Counties & regions
kelownapublishing.escribemeetings.com,"City of Kelowna, BC",ca:csd:5935010,"Kelowna, BC",municipality,registry,ca_csd.csv Kelowna,,kelowna-bc,ca,BC,kelowna-bc,yes,Cities & towns
tccd.granicus.com,"Tarrant County, TX",rtr:us:tx:tarrant-county-college-district,"Tarrant County College District, TX",school_district,pinned,tenant_overrides.csv tccd.granicus.com source=architecture_doc_1_3,,tarrant-county-college-district-tx,us,TX,tarrant-county-tx,no,School districts
kaysvilleut.portal.civicclerk.com,"KAYSVILLE, UT",us:place:4940360,"Kaysville, UT",municipality,registry,us_places.csv Kaysville city,,kaysville-ut,us,UT,kaysville-ut,no,Cities & towns
pub-newwestcity.escribemeetings.com,"City of New Westminster, BC",ca:csd:5915029,"New Westminster, BC",municipality,registry,ca_csd.csv New Westminster,,new-westminster-bc,ca,BC,new-westminster-bc,yes,Cities & towns
pub-cutlerbay-fl.escribemeetings.com,"Town of Cutler Bay, FL",us:place:1215968,"Cutler Bay, FL",municipality,registry,us_places.csv Cutler Bay town,,cutler-bay-fl,us,FL,town-of-cutler-bay-fl,yes,Cities & towns
nrhtx.granicus.com,"North Richland Hills, TX",us:place:4852356,"North Richland Hills, TX",municipality,pinned,tenant_overrides.csv nrhtx.granicus.com source=landing_page,,north-richland-hills-tx,us,TX,north-richland-hills-tx,no,Cities & towns
pub-durhamregion.escribemeetings.com,"Durham Region, ON",ca:cd:3518,"Durham, ON",county,registry,ca_cd.csv Durham,,durham-on,ca,ON,durham-region-on,no,Counties & regions
pub-hainescity.escribemeetings.com,"Haines City, FL",us:place:1228400,"Haines City, FL",municipality,registry,us_places.csv Haines City city,,haines-city-fl,us,FL,haines-city-fl,no,Cities & towns
pub-holmesbeachfl.escribemeetings.com,"City of Holmes Beach, FL",us:place:1232150,"Holmes Beach, FL",municipality,registry,us_places.csv Holmes Beach city,,holmes-beach-fl,us,FL,holmes-beach-fl,yes,Cities & towns
temeculaca.granicus.com,"Temecula, CA",us:place:0678120,"Temecula, CA",municipality,registry,us_places.csv Temecula city,,temecula-ca,us,CA,temecula-ca,no,Cities & towns
duncan.civicweb.net,Duncan,,Duncan,other,unresolved,no state for 'Duncan',,duncan,us,,duncan,no,Other public bodies
pub-morenovalley.escribemeetings.com,"City of Moreno Valley, CA",us:place:0649270,"Moreno Valley, CA",municipality,registry,us_places.csv Moreno Valley city,,moreno-valley-ca,us,CA,moreno-valley-ca,yes,Cities & towns
pub-oneinvestmentprogram.escribemeetings.com,"Town of New Tecumseth, ON",ca:csd:3543007,"New Tecumseth, ON",municipality,registry,ca_csd.csv New Tecumseth,,new-tecumseth-on,ca,ON,town-of-new-tecumseth-on,yes,Cities & towns
pub-vaughan.escribemeetings.com,"City of Vaughan, ON",ca:csd:3519028,"Vaughan, ON",municipality,registry,ca_csd.csv Vaughan,,vaughan-on,ca,ON,vaughan-on,yes,Cities & towns
pub-wasagabeach.escribemeetings.com,"Town of Wasaga Beach, ON",ca:csd:3543064,"Wasaga Beach, ON",municipality,registry,ca_csd.csv Wasaga Beach,,wasaga-beach-on,ca,ON,town-of-wasaga-beach-on,yes,Cities & towns
miamidade.granicus.com,"Miami-Dade County, FL",us:county:12086,"Miami-Dade County, FL",county,registry,us_counties.csv Miami-Dade County,,miami-dade-county-fl,us,FL,miami-dade-county-fl,no,Counties & regions
pub-strathroy-caradoc.escribemeetings.com,County of Middlesex,ca:cd:3539,"Middlesex, ON",county,registry,ca_cd.csv Middlesex (state from tenant_hints.csv pub-strathroy-caradoc.escribemeetings.com),,middlesex-on,ca,ON,county-of-middlesex,no,Counties & regions
pub-brant.escribemeetings.com,"Brant, ON",ca:csd:3529005,"Brant, ON",municipality,registry,ca_csd.csv Brant,,brant-on,ca,ON,brant-on,no,Cities & towns
pub-mackenziebc.escribemeetings.com,Mackenzie,ca:csd:5953033,"Mackenzie, BC",municipality,registry,ca_csd.csv Mackenzie (state from subdomain pub-mackenziebc.escribemeetings.com),,mackenzie-bc,ca,BC,mackenzie,no,Cities & towns
pub-norfolkcounty.escribemeetings.com,Norfolk County,,Norfolk County,county,unresolved,no state for 'Norfolk County',,norfolk-county,us,,norfolk-county,no,Counties & regions
pub-pointedward.escribemeetings.com,"Point Edward, ON",ca:csd:3538031,"Point Edward, ON",municipality,registry,ca_csd.csv Point Edward,,point-edward-on,ca,ON,point-edward-on,no,Cities & towns
pub-cmsd.escribemeetings.com,"Costa Mesa Sanitary District, CA",rtr:us:ca:costa-mesa-sanitary-district,"Costa Mesa Sanitary District, CA",special_district,pinned,tenant_overrides.csv pub-cmsd.escribemeetings.com source=known_domains,,costa-mesa-sanitary-district-ca,us,CA,costa-mesa-sanitary-district-ca,no,Agencies & special districts
tustin.granicus.com,"City of Tustin, CA",us:place:0680854,"Tustin, CA",municipality,registry,us_places.csv Tustin city,,tustin-ca,us,CA,tustin-ca,yes,Cities & towns
pub-owasa.escribemeetings.com,"Owasa, IA",us:place:1960555,"Owasa, IA",municipality,registry,us_places.csv Owasa city,,owasa-ia,us,IA,owasa-ia,no,Cities & towns
pub-tillsonburg.escribemeetings.com,"Town of Tillsonburg, ON",ca:csd:3532004,"Tillsonburg, ON",municipality,registry,ca_csd.csv Tillsonburg,,tillsonburg-on,ca,ON,town-of-tillsonburg-on,yes,Cities & towns
eustis.civicweb.net,City of Eustis,us:place:1221350,"Eustis, FL",municipality,registry,us_places.csv Eustis city,,eustis-fl,us,FL,eustis,yes,Cities & towns
pub-langleycity.escribemeetings.com,Langley,us:cousub:2005338600,"Langley Township, KS",township,registry,us_cousubs.csv Langley township,,langley-township-ks,us,KS,langley,no,Cities & towns
pub-orinda.escribemeetings.com,"City of Orinda, CA",us:place:0654232,"Orinda, CA",municipality,registry,us_places.csv Orinda city,,orinda-ca,us,CA,orinda-ca,yes,Cities & towns
edmondswa.granicus.com,"City of Edmonds, WA",us:place:5320750,"Edmonds, WA",municipality,registry,us_places.csv Edmonds city,,edmonds-wa,us,WA,edmonds-wa,yes,Cities & towns
sanbernardino.granicus.com,"County of San Bernardino, CA",us:county:06071,"San Bernardino County, CA",county,registry,us_counties.csv San Bernardino County,,san-bernardino-county-ca,us,CA,county-of-san-bernardino-ca,no,Counties & regions
pub-townofmammothlakes.escribemeetings.com,"Town of Mammoth Lakes, CA",us:place:0645358,"Mammoth Lakes, CA",municipality,registry,us_places.csv Mammoth Lakes town,,mammoth-lakes-ca,us,CA,town-of-mammoth-lakes-ca,yes,Cities & towns
